num=500,forest-01,denseresidential-55,intersection-07,denseresidential-53,buildings-94,buildings-20,denseresidential-07,denseresidential-19,river-37,denseresidential-62,
forest-73,0.162521,0.236237,0.166962,0.253738,0.290878,0.175888,0.172394,0.222244,0.162201,0.223633,
buildings-50,1.030060,0.186127,0.222916,0.177994,0.226196,0.172165,0.213318,0.225723,0.205368,0.171524,
buildings-09,0.489746,0.288132,0.224899,0.302124,0.271820,0.201691,0.210968,0.239456,0.295868,0.264008,
forest-22,0.573944,0.337128,0.355148,0.346802,0.413849,0.385834,0.427902,0.420486,0.442215,0.336700,
forest-93,0.314026,0.295715,0.263107,0.290161,0.398819,0.251953,0.289352,0.305267,0.279358,0.274841,
denseresidential-90,0.993561,0.555161,0.204773,0.701202,0.167892,0.189972,0.159912,0.341446,0.594574,0.277725,
denseresidential-79,0.993118,0.311310,0.431503,0.308609,0.432571,0.445740,0.468964,0.398376,0.365646,0.325577,
denseresidential-53,0.785080,0.327057,0.434235,0.322815,0.447739,0.460236,0.474838,0.400879,0.404816,0.337357,
river-85,0.108688,0.255127,0.144028,0.216797,0.266953,0.141785,0.145508,0.233536,0.135559,0.186798,
river-99,0.130081,0.255569,0.148804,0.238022,0.273605,0.153168,0.155106,0.237381,0.148056,0.211319,
denseresidential-48,1.136902,0.467010,0.325455,0.529984,0.221390,0.401917,0.316528,0.381088,0.625381,0.334900,
forest-90,0.196564,0.243774,0.191086,0.253464,0.316132,0.195099,0.198074,0.239685,0.187363,0.226959,
river-52,0.246078,0.157364,0.131302,0.155472,0.212189,0.136948,0.139664,0.154709,0.123917,0.135391,
forest-71,0.218613,0.255478,0.211334,0.261200,0.342590,0.208038,0.220001,0.254852,0.216873,0.235367,
intersection-60,0.637650,0.250366,0.243179,0.251465,0.251038,0.249557,0.246872,0.255753,0.270477,0.228394,
intersection-38,0.591476,0.340698,0.316895,0.357071,0.338882,0.339081,0.330688,0.319229,0.323364,0.338287,
buildings-51,1.178192,0.340698,0.366196,0.316467,0.242020,0.384979,0.399841,0.287781,0.342911,0.349701,
buildings-63,1.162125,0.343277,0.459229,0.356277,0.347290,0.506653,0.486008,0.364578,0.438049,0.348801,
river-24,0.559326,0.263580,0.271988,0.275208,0.279404,0.374664,0.354095,0.371475,0.443298,0.251205,
intersection-54,1.005447,0.518951,0.213394,0.641541,0.168594,0.213470,0.187317,0.326935,0.555435,0.275208,
denseresidential-30,0.841217,0.348602,0.287460,0.379349,0.282425,0.297134,0.286301,0.293884,0.371078,0.301254,
intersection-27,0.856125,0.340149,0.384537,0.347916,0.305023,0.584534,0.477768,0.458298,0.646103,0.316345,
denseresidential-73,0.894730,0.379654,0.533707,0.388382,0.499146,0.624786,0.603241,0.482895,0.559937,0.409637,
river-65,0.302856,0.322052,0.270798,0.332870,0.391251,0.278885,0.269455,0.291107,0.257736,0.286057,
river-14,1.038147,0.321014,0.329834,0.336182,0.238373,0.426758,0.358582,0.391357,0.602112,0.262100,
denseresidential-37,1.190125,0.560013,0.254578,0.641495,0.177322,0.242874,0.216797,0.329315,0.604324,0.372986,
forest-98,0.287216,0.292252,0.261398,0.289276,0.400452,0.250885,0.279404,0.295197,0.273087,0.268661,
denseresidential-23,0.901871,0.382523,0.348663,0.418106,0.317200,0.317520,0.310898,0.308014,0.404205,0.373657,
forest-14,0.959396,0.368698,0.456100,0.361084,0.337555,0.698715,0.541748,0.475342,0.693512,0.340698,
buildings-44,1.022110,0.237976,0.251343,0.238388,0.256104,0.205811,0.234604,0.254578,0.252945,0.222397,
denseresidential-19,0.349228,0.242661,0.215286,0.250565,0.277969,0.220688,0.213669,0.172562,0.239502,0.229614,
denseresidential-57,0.951965,0.301865,0.445557,0.315414,0.420959,0.470139,0.494736,0.401794,0.469940,0.327728,
intersection-68,1.007843,0.321487,0.470352,0.324265,0.402740,0.512192,0.498245,0.394928,0.457443,0.347321,
buildings-76,1.065277,0.419250,0.603897,0.420792,0.352478,0.627304,0.548828,0.471527,0.767975,0.447388,
buildings-72,1.023178,0.388535,0.525131,0.377441,0.349197,0.634186,0.564926,0.443848,0.624985,0.451019,
intersection-90,1.153793,0.456497,0.307098,0.528427,0.210281,0.393433,0.319794,0.398148,0.644699,0.303284,
buildings-52,1.276138,0.528030,0.871445,0.394165,0.389206,0.909119,0.790741,0.494949,0.865875,0.687866,
buildings-29,1.188034,0.326538,0.297256,0.350525,0.225693,0.320023,0.296387,0.337280,0.452805,0.261398,
denseresidential-65,0.733368,0.331299,0.415451,0.334717,0.444168,0.442032,0.450897,0.407654,0.376968,0.328827,
intersection-36,0.589844,0.294281,0.288559,0.297760,0.296814,0.310547,0.305435,0.296310,0.299637,0.278809,
intersection-17,1.258484,0.393143,0.387955,0.396912,0.251144,0.559662,0.410599,0.404526,0.620743,0.322876,
forest-17,0.656219,0.316223,0.355408,0.329956,0.375259,0.450317,0.493271,0.492126,0.605789,0.324387,
denseresidential-10,0.380295,0.263611,0.214020,0.274078,0.297485,0.199432,0.212631,0.242874,0.263763,0.228348,
denseresidential-56,0.838745,0.319473,0.466415,0.335938,0.460663,0.496063,0.523102,0.432251,0.533539,0.336411,
denseresidential-38,1.251541,0.576065,0.280899,0.641418,0.187469,0.270996,0.250488,0.341141,0.629913,0.412582,
denseresidential-00,0.412827,0.311584,0.244446,0.330353,0.314957,0.230881,0.233582,0.266418,0.317169,0.275665,
intersection-82,0.599274,0.465546,0.440918,0.491364,0.484161,0.421738,0.447021,0.436813,0.540878,0.472366,
river-51,0.328964,0.196320,0.191696,0.193680,0.266937,0.198624,0.202087,0.201019,0.168167,0.173676,
intersection-33,1.243561,0.391830,0.411118,0.386368,0.259399,0.646484,0.469833,0.419800,0.646133,0.330353,
forest-79,0.251282,0.265823,0.225159,0.266983,0.359024,0.213623,0.237381,0.270004,0.232758,0.241272,
buildings-26,1.191208,0.395523,0.536758,0.371964,0.302780,0.443619,0.439590,0.372345,0.592178,0.421555,
denseresidential-77,0.777603,0.297821,0.407028,0.292618,0.421951,0.419479,0.442215,0.371552,0.337570,0.303436,
intersection-22,1.068451,0.350784,0.314636,0.359650,0.212585,0.504547,0.347046,0.343353,0.542114,0.269852,
intersection-81,0.626541,0.412415,0.390808,0.436310,0.409286,0.364853,0.388031,0.392502,0.479797,0.407898,
forest-46,0.161880,0.258926,0.188110,0.248688,0.308090,0.187408,0.184036,0.245438,0.173782,0.218307,
river-47,0.309723,0.165771,0.144882,0.164078,0.220963,0.151535,0.156189,0.166809,0.136780,0.143646,
forest-61,0.665146,0.272858,0.318115,0.277969,0.347672,0.288086,0.398178,0.410843,0.561081,0.250198,
river-81,0.880096,0.647278,0.207718,0.744400,0.178070,0.169540,0.146606,0.310318,0.685211,0.469482,
buildings-82,0.997986,0.533783,0.676804,0.557480,0.514893,0.549774,0.559647,0.499313,0.734955,0.586899,
denseresidential-21,0.688950,0.372116,0.324753,0.405563,0.342041,0.331604,0.321762,0.313156,0.369812,0.337006,
river-30,1.205841,0.485931,0.185455,0.614410,0.144119,0.157715,0.128326,0.314484,0.569763,0.231552,
buildings-64,1.180969,0.356674,0.516876,0.336105,0.350891,0.734024,0.573013,0.413101,0.597977,0.358704,
buildings-60,1.080078,0.332291,0.426117,0.352051,0.341522,0.424927,0.416275,0.340866,0.424362,0.331696,
forest-05,0.185944,0.267105,0.210220,0.272430,0.321228,0.198227,0.208115,0.247665,0.261322,0.234055,
forest-56,0.360703,0.294327,0.292648,0.287888,0.419006,0.277618,0.318039,0.330032,0.298004,0.263260,
denseresidential-61,0.908783,0.328308,0.453690,0.329269,0.451950,0.487091,0.503922,0.408585,0.436020,0.345383,
denseresidential-47,0.839828,0.420639,0.373032,0.484787,0.308914,0.433060,0.421631,0.453674,0.725876,0.339264,
forest-48,0.145309,0.270554,0.173584,0.253983,0.293137,0.175034,0.170258,0.245392,0.165466,0.225723,
intersection-19,1.231430,0.403778,0.372116,0.417496,0.277817,0.432938,0.374420,0.387390,0.545456,0.332596,
denseresidential-80,0.816422,0.469238,0.278137,0.584015,0.273483,0.281937,0.259079,0.348785,0.520660,0.308167,
buildings-06,0.717163,0.293198,0.323608,0.305542,0.276260,0.242386,0.299210,0.328171,0.503113,0.270203,
denseresidential-50,0.669708,0.295822,0.307526,0.298126,0.328232,0.332642,0.333084,0.325699,0.333008,0.271469,
forest-39,0.231842,0.253128,0.221313,0.262589,0.336044,0.233261,0.228592,0.255768,0.187592,0.228302,
intersection-66,0.927216,0.347092,0.501846,0.353363,0.436829,0.553345,0.534531,0.423813,0.530243,0.373795,
forest-27,0.428970,0.751816,0.251740,0.868851,0.288132,0.237625,0.216248,0.359787,0.670685,0.597336,
river-75,1.058411,0.395523,0.303085,0.455826,0.198303,0.479874,0.348602,0.438263,0.698502,0.263962,
intersection-92,1.096771,0.496582,0.249222,0.593613,0.180176,0.265625,0.231201,0.342651,0.586243,0.299683,
forest-97,0.241028,0.266907,0.232193,0.257034,0.393890,0.185883,0.240845,0.268295,0.275787,0.221558,
river-84,0.127136,0.248169,0.162964,0.220123,0.295471,0.154953,0.160355,0.233551,0.156067,0.185883,
denseresidential-81,0.889282,0.443054,0.265839,0.536926,0.253372,0.261826,0.240646,0.332214,0.507996,0.299881,
river-36,0.367188,0.255157,0.242554,0.259491,0.330551,0.251907,0.250046,0.263412,0.199768,0.231400,
denseresidential-71,1.021317,0.344025,0.492447,0.354584,0.448166,0.577820,0.584137,0.463852,0.529709,0.368423,
buildings-87,1.093933,0.450546,0.564621,0.382202,0.300232,0.661880,0.585678,0.450546,0.699692,0.527328,
river-59,0.373032,0.347839,0.288300,0.369110,0.398178,0.291214,0.294235,0.318237,0.306061,0.322845,
buildings-62,1.244492,0.304276,0.499298,0.303131,0.386154,0.530380,0.526962,0.388031,0.462769,0.359299,
river-63,0.376480,0.327179,0.297104,0.334625,0.398819,0.294708,0.286743,0.293732,0.292175,0.291153,
river-64,0.382858,0.366241,0.296890,0.380692,0.398148,0.301468,0.290268,0.318588,0.312836,0.323639,
forest-43,0.295898,0.490829,0.289368,0.546967,0.402313,0.296265,0.286118,0.341995,0.402695,0.493195,
buildings-94,1.320770,0.433731,0.364212,0.454712,0.216522,0.383118,0.352325,0.351578,0.545181,0.366241,
forest-02,0.169678,0.247665,0.223892,0.256226,0.315552,0.187317,0.218811,0.237228,0.332962,0.239838,
forest-28,0.353821,0.636887,0.258011,0.720200,0.325150,0.249771,0.235489,0.336334,0.547302,0.557236,
buildings-34,0.763336,0.297028,0.215179,0.324982,0.273010,0.188126,0.273010,0.342041,0.399521,0.253418,
denseresidential-01,0.681595,0.376831,0.267181,0.414459,0.270752,0.234924,0.239258,0.296967,0.455978,0.324677,
forest-81,0.252426,0.272629,0.239807,0.271179,0.385773,0.218781,0.250519,0.274796,0.259079,0.243103,
buildings-89,1.289978,0.546478,0.507767,0.538620,0.232895,0.559540,0.486130,0.441040,0.777573,0.541122,
intersection-26,1.261826,0.377274,0.428131,0.337967,0.236862,0.828308,0.520935,0.403030,0.647079,0.320572,
river-83,0.936630,0.334915,0.439850,0.295242,0.207199,1.008469,0.608124,0.531677,0.858856,0.303925,
buildings-15,0.738571,0.260925,0.237427,0.269135,0.260330,0.200821,0.222076,0.251282,0.297455,0.245316,
buildings-39,1.140656,0.312454,0.293610,0.321167,0.268600,0.254486,0.284317,0.290115,0.337158,0.293457,
intersection-28,0.784149,0.361435,0.384338,0.381195,0.298370,0.529663,0.449829,0.474030,0.664261,0.334778,
buildings-30,1.211487,0.397003,0.560532,0.378708,0.271027,0.484344,0.483627,0.407593,0.759766,0.429413,
intersection-97,1.030640,0.476181,0.317139,0.531403,0.234604,0.401047,0.323761,0.383453,0.622406,0.365936,
buildings-23,0.531448,0.207306,0.190765,0.206009,0.234299,0.144714,0.168045,0.188797,0.230927,0.185181,
intersection-46,0.445633,0.287781,0.236862,0.305115,0.285080,0.255753,0.248428,0.259018,0.251633,0.268066,
buildings-17,0.686295,0.281906,0.215179,0.304031,0.240082,0.184433,0.200485,0.247910,0.295471,0.233017,
denseresidential-72,0.970139,0.309601,0.456146,0.307602,0.390091,0.494354,0.483765,0.367599,0.414459,0.335785,
denseresidential-03,0.737183,0.376404,0.259674,0.413666,0.276031,0.231796,0.236084,0.301498,0.430267,0.310547,
denseresidential-32,1.043381,0.318192,0.390854,0.304367,0.317398,0.423386,0.418884,0.318085,0.323349,0.322601,
buildings-90,1.211151,0.612976,0.665924,0.547592,0.283249,0.869415,0.687286,0.498840,0.855698,0.707428,
intersection-31,0.827850,0.335739,0.384171,0.332367,0.312973,0.564087,0.460068,0.418335,0.589798,0.315460,
forest-68,0.195694,0.226868,0.190384,0.237457,0.299789,0.200974,0.197281,0.236359,0.160889,0.209976,
forest-85,0.338165,0.324982,0.301819,0.315948,0.432495,0.274811,0.330505,0.318634,0.360168,0.305191,
buildings-92,1.259094,0.279556,0.410522,0.264557,0.301254,0.408371,0.427979,0.338867,0.384888,0.304153,
river-15,0.648392,0.274216,0.278656,0.287613,0.236465,0.395325,0.348083,0.383575,0.535934,0.237122,
denseresidential-27,0.799591,0.350449,0.385208,0.353439,0.335220,0.356873,0.348679,0.328430,0.391159,0.343231,
intersection-23,0.843658,0.310852,0.278381,0.323044,0.247116,0.307083,0.282333,0.297134,0.389664,0.271301,
intersection-42,0.962570,0.394226,0.382874,0.412979,0.333069,0.404800,0.385162,0.351776,0.404648,0.362274,
intersection-35,0.572754,0.340576,0.311890,0.352921,0.336166,0.355209,0.353027,0.334656,0.327057,0.312805,
buildings-10,0.464798,0.288834,0.186249,0.303131,0.240768,0.172516,0.173279,0.210281,0.267975,0.240601,
denseresidential-29,1.061325,0.420868,0.458038,0.424210,0.361298,0.444611,0.428772,0.387787,0.485458,0.403183,
intersection-91,1.020447,0.503006,0.416840,0.554138,0.284317,0.599136,0.475220,0.479507,0.731873,0.396759,
denseresidential-46,0.841415,0.432220,0.336380,0.496841,0.305557,0.395599,0.352356,0.394684,0.597092,0.339310,
river-09,0.572784,0.256912,0.252899,0.251312,0.260071,0.324280,0.281708,0.267776,0.343994,0.219177,
river-39,0.349457,0.233185,0.227036,0.241165,0.312012,0.239929,0.239090,0.250748,0.188919,0.215332,
denseresidential-59,0.956543,0.277130,0.381714,0.273300,0.376709,0.392349,0.410294,0.343048,0.333313,0.286789,
intersection-20,0.872681,0.373398,0.339813,0.391052,0.286591,0.449753,0.373001,0.394089,0.522400,0.320068,
denseresidential-99,0.404892,0.402786,0.244995,0.467499,0.304749,0.268143,0.265121,0.322357,0.388977,0.341934,
river-12,0.654984,0.278320,0.305161,0.278290,0.255112,0.462799,0.379425,0.383469,0.547943,0.252472,
buildings-41,0.807693,0.266068,0.289246,0.261703,0.303482,0.256912,0.296310,0.292068,0.315033,0.251511,
intersection-95,1.083649,0.399521,0.316528,0.429962,0.222305,0.375854,0.323349,0.337494,0.535339,0.316742,
forest-30,0.401703,0.327011,0.221252,0.387268,0.286789,0.283081,0.288803,0.330383,0.330856,0.233780,
intersection-74,1.056168,0.426514,0.377823,0.471619,0.293915,0.485016,0.426102,0.452530,0.625061,0.335693,
denseresidential-70,0.567780,0.286774,0.339111,0.285156,0.390762,0.356613,0.367828,0.318756,0.298767,0.277985,
buildings-19,0.397552,0.298874,0.207352,0.314087,0.279053,0.198471,0.199387,0.233734,0.278519,0.270752,
intersection-76,0.195007,0.142761,0.091431,0.152649,0.173355,0.096161,0.100754,0.157486,0.093460,0.126770,
forest-19,0.933929,0.362152,0.483368,0.370728,0.348663,0.664627,0.585907,0.561249,0.869293,0.345932,
river-71,1.209808,0.397186,0.222046,0.494781,0.168564,0.235992,0.215561,0.344467,0.567596,0.223740,
forest-72,0.227036,0.260757,0.219742,0.263809,0.354355,0.210571,0.227798,0.260834,0.225128,0.237457,
river-60,0.411072,0.362946,0.301270,0.385178,0.402695,0.304916,0.307098,0.327850,0.330032,0.332870,
buildings-12,0.378662,0.252625,0.200897,0.269165,0.236710,0.180542,0.190262,0.210846,0.293884,0.234894,
river-57,0.432709,0.394226,0.371368,0.421936,0.466431,0.371490,0.369095,0.351685,0.382599,0.395523,
forest-03,0.195374,0.265076,0.229813,0.270752,0.334259,0.205490,0.225204,0.250839,0.304825,0.246628,
forest-83,0.313919,0.316940,0.286911,0.315811,0.415955,0.271179,0.311508,0.310577,0.335449,0.302887,
buildings-33,1.206787,0.215530,0.307495,0.210083,0.234131,0.306152,0.309479,0.233414,0.225220,0.231552,
river-46,0.380676,0.224579,0.212723,0.228989,0.284042,0.221924,0.224579,0.234802,0.190094,0.204773,
river-73,0.811722,0.354538,0.293320,0.423737,0.239838,0.455154,0.393097,0.463531,0.652832,0.266083,
denseresidential-63,0.860886,0.276779,0.368942,0.279175,0.411087,0.371475,0.424088,0.395020,0.377243,0.278137,
intersection-16,0.967102,0.369263,0.267700,0.409775,0.222443,0.323486,0.267151,0.333664,0.476410,0.266434,
forest-53,0.191208,0.261032,0.211868,0.256989,0.339066,0.206116,0.206085,0.258011,0.195801,0.222504,
forest-75,0.207672,0.244217,0.199890,0.253067,0.325302,0.201355,0.209259,0.245956,0.201645,0.229736,
denseresidential-87,0.794754,0.387741,0.302643,0.427826,0.287262,0.320862,0.293060,0.343124,0.460236,0.309601,
forest-34,0.238266,0.266113,0.236679,0.274750,0.355774,0.248566,0.241882,0.265289,0.195923,0.238312,
intersection-21,0.592422,0.347595,0.280304,0.386093,0.259003,0.423523,0.349991,0.404724,0.532318,0.283447,
intersection-51,0.931076,0.502075,0.171448,0.665924,0.141617,0.170303,0.139282,0.318787,0.555954,0.205383,
river-26,0.444443,0.243134,0.216751,0.258331,0.255875,0.272507,0.264359,0.294434,0.326584,0.217316,
forest-80,0.253372,0.277573,0.248764,0.274002,0.393860,0.223663,0.260483,0.276077,0.282013,0.249771,
forest-95,0.247269,0.281464,0.244064,0.280151,0.394730,0.222778,0.252258,0.276337,0.260361,0.251007,
intersection-79,0.631256,0.494583,0.460861,0.524902,0.486649,0.458603,0.482697,0.459122,0.581665,0.502441,
forest-40,0.317398,0.274963,0.274673,0.285950,0.379730,0.290833,0.288055,0.288757,0.228348,0.256165,
denseresidential-33,0.740921,0.468155,0.198776,0.569260,0.195541,0.199234,0.171295,0.290588,0.486465,0.271393,
buildings-91,1.146286,0.476059,0.507553,0.461853,0.267075,0.793076,0.546524,0.462662,0.747971,0.459518,
intersection-32,1.036804,0.386520,0.441711,0.390137,0.302734,0.659836,0.516296,0.493759,0.725922,0.357285,
buildings-45,1.122375,0.434280,0.572937,0.346771,0.270874,0.594559,0.593643,0.380920,0.557159,0.564896,
intersection-56,0.813446,0.399536,0.319000,0.457108,0.241592,0.472015,0.382553,0.447464,0.644745,0.300461,
denseresidential-12,0.453888,0.249451,0.210220,0.259766,0.276428,0.195816,0.205215,0.239105,0.243652,0.220444,
forest-38,0.243698,0.262375,0.229858,0.269043,0.345139,0.241791,0.236786,0.260864,0.193420,0.231567,
forest-08,0.545135,0.296143,0.305634,0.311813,0.341339,0.415588,0.417419,0.422699,0.468750,0.292847,
forest-37,0.231400,0.269562,0.233490,0.275467,0.353638,0.245483,0.237595,0.264282,0.194778,0.238251,
